name,par_rank,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top1pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbus State University,0.565471113,0.12587762,0.147636399,0.225495536,0.304018691,0.196971754,0.07041297,0.004668997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbus Technical College,0.399661762,0.149257211,0.290700798,0.296290445,0.188522044,0.075229502,0.031095735,0.001076481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community College Of Allegheny County,0.529962596,0.16029757,0.206799382,0.241042826,0.232764738,0.159095483,0.060644852,0.002936337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community College Of Baltimore County,0.558782304,0.146782064,0.184451657,0.205222957,0.254713847,0.208829475,0.073052813,0.003865199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community College Of Beaver County,0.532822395,0.120956283,0.202876189,0.270021612,0.243450982,0.162694934,0.090731763,0.005072455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community College Of Philadelphia,0.415037173,0.175894318,0.202877207,0.2361939,0.219179233,0.165855342,0.060261976,0.001612701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community College Of Rhode Island,0.514118888,0.151225796,0.208005676,0.24206015,0.234260602,0.164447777,0.057757677,0.001267317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord University,0.524803152,0.130435926,0.168402542,0.257947538,0.276370479,0.166843516,0.076120331,0.007526314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia College - Moorhead,0.651015287,0.074789083,0.10385221,0.166199732,0.300679657,0.354479319,0.174152812,0.023900321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia University - Saint Paul,0.605192686,0.079771382,0.136880612,0.209217951,0.300597838,0.273532217,0.13627984,0.007686839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia University - Wisconsin,0.617985299,0.102489929,0.156960267,0.197749217,0.290441869,0.252358717,0.103803209,0.004303102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia University Texas,0.642608431,0.101027795,0.080953083,0.176716604,0.320426743,0.320875775,0.193848013,0.016639904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Concordia University of Irvine, CA",0.666680317,0.1581699,0.150680201,0.138230915,0.222886698,0.330032285,0.159394072,0.012715004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Concordia University of Portland, OR",0.645239097,0.120034644,0.152222961,0.15555537,0.305877111,0.266309915,0.10418322,0.002999873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Concordia University of River Forest, IL",0.637220127,0.146608686,0.148094006,0.203469207,0.264859421,0.23696868,0.106484864,0.001740291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Concordia University of Seward, NE",0.603925692,0.084411055,0.172405604,0.220403523,0.267018756,0.255761061,0.095313866,0.006914726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut College,0.803398233,0.091680678,0.091313495,0.118336944,0.201644157,0.497024726,0.288776202,0.041153255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connors State College,0.438062919,0.162407531,0.21688963,0.248593032,0.218707846,0.15340196,0.053872978,0.005974056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conservatory Of Recording Arts & Sciences,0.630222625,0.163594133,0.174414552,0.203769614,0.24529918,0.212922521,0.107232868,0.002837119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa Community College District,0.621625185,0.183693694,0.170610204,0.171063126,0.220322747,0.254310228,0.125463328,0.006842602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Converse College,0.645071457,0.161820512,0.157179544,0.227543349,0.311227613,0.142228983,0.068742965,0.002318711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper Union For The Advancement Of Science & Art ,0.690203004,0.109030683,0.12297236,0.072851641,0.114764593,0.580380724,0.409010516,0.083044656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copiah-Lincoln Community College,0.392182494,0.155562747,0.227542683,0.253707823,0.196739459,0.166447288,0.077926553,0.009771416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copper Mountain College,0.443196097,0.182134719,0.192839748,0.211020119,0.212643597,0.201361817,0.088304562,0.000575251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corban University,0.627553645,0.155166905,0.206333252,0.204856039,0.231855924,0.201787879,0.115887765,0.006578193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell College,0.648050595,0.083161649,0.120198771,0.173972545,0.281822814,0.340844222,0.185150456,0.013245721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,0.769540584,0.081705863,0.064108482,0.071267452,0.118125813,0.66479239,0.515228288,0.144798306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornerstone University,0.638633271,0.189616235,0.190529532,0.199191545,0.241355752,0.179306937,0.073003602,0.003668482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corning Community College - SUNY Office Of Community Colleges,0.517803377,0.138986051,0.193347082,0.246553892,0.255031944,0.166081031,0.05471696,0.00232272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornish College Of The Arts,0.660594224,0.173336587,0.238368903,0.246413846,0.216608877,0.125271788,0.079110403,0.005088335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cossatot Community College Of The University Of Arkansas,0.379394626,0.169439043,0.264440971,0.275431463,0.190396009,0.100292514,0.041589947,0.002483076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County College Of Morris,0.688787915,0.131478292,0.157943388,0.197139819,0.241049495,0.272389005,0.125006575,0.004042959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant College,0.655299632,0.1899646,0.179044267,0.176829726,0.209869678,0.244291729,0.141626157,0.020773017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowley County Community College & Area Vocational Technical Schoo,0.575306346,0.136028218,0.212972213,0.245793624,0.252519434,0.15268651,0.055326303,0.002417553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coyne College,0.402556861,0.129136217,0.202262922,0.215024225,0.253466582,0.200110053,0.063899935,0.000106893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craven Community College,0.477570464,0.144502431,0.199856287,0.226392761,0.239907373,0.189341148,0.081972714,0.0014332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creighton University,0.76040285,0.064648822,0.069559977,0.122416901,0.235634349,0.507739951,0.314980971,0.039156719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crimson Technical College,0.363316016,0.099460707,0.141623015,0.135403101,0.240584556,0.382928621,0.200870545,0.004516952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crowder College,0.438075137,0.147060625,0.241756666,0.288066413,0.217419866,0.105696429,0.039580154,0.002449308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown College,0.567451203,0.170141207,0.165797079,0.21673829,0.272939031,0.174384394,0.065466368,0.000796119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuesta College,0.601404649,0.185051179,0.186472397,0.177180861,0.198537508,0.252758055,0.127110486,0.008368205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culinary Institute Of America,0.694481136,0.10311207,0.128650691,0.175492426,0.283154678,0.309590134,0.135857262,0.005033053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culver-Stockton College,0.59198031,0.069341579,0.117680906,0.236277544,0.344360404,0.232339567,0.080471542,0.003708948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County College,0.500262514,0.125809006,0.183617063,0.231335226,0.246953431,0.212285275,0.068444274,0.001316723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland University,0.540093802,0.097072167,0.141268778,0.21374987,0.336237514,0.211671671,0.105334926,0.004312979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curry College,0.688045011,0.125237203,0.140825441,0.184396716,0.260500011,0.289040629,0.12905307,0.004539709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuyahoga Community College,0.485879511,0.147390112,0.230965379,0.262520633,0.227357542,0.131766335,0.046358903,0.002143072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D G Erwin Technical Center,0.388694237,0.192303923,0.222298229,0.285583954,0.196510236,0.103303658,0.026514701,0.000403461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Youville College,0.553815241,0.071199355,0.117439669,0.172857637,0.249742858,0.388760481,0.119203205,0.007354289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dabney S Lancaster Community College,0.501793342,0.097847954,0.188935472,0.290580499,0.250035159,0.172600916,0.044798155,0.00259853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daemen College,0.584341951,0.088387537,0.128651235,0.193218752,0.319888682,0.269853794,0.130870531,0.016142882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakota College At Bottineau,0.453541956,0.092308292,0.134222818,0.246697935,0.318207145,0.20856381,0.097139813,0.006067083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Baptist University,0.643214237,0.148274895,0.149256841,0.155625928,0.275127129,0.271715206,0.127500356,0.016017315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas County Community College District,0.512165615,0.143958385,0.174954429,0.225367919,0.270110084,0.185609182,0.072615514,0.004195792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton State College,0.513556446,0.133372576,0.181246323,0.276181552,0.274356055,0.134843493,0.046335037,0.000834127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Webster College,0.677022258,0.077871342,0.082948345,0.135465441,0.249052791,0.454662082,0.236307252,0.010275435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danville Area Community College,0.497548996,0.128320645,0.216241692,0.272943176,0.24151048,0.140984007,0.040618133,0.001004907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danville Community College,0.478415342,0.148212815,0.198057637,0.26345202,0.245217417,0.145060111,0.037814166,0.001276325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dartmouth College,0.831228554,0.075941091,0.076101261,0.077660612,0.137019848,0.633277188,0.497405384,0.176720776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darton State College,0.50902164,0.125901003,0.20869851,0.273535031,0.246513133,0.145352323,0.049444498,0.002429781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davenport University,0.469172337,0.158247577,0.251698234,0.27686175,0.199662859,0.113529579,0.033693125,0.00399114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson College,0.858225485,0.091433939,0.088130049,0.103808505,0.183010522,0.533616985,0.380949547,0.096828549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Community College,0.497470286,0.155543488,0.246258976,0.283124601,0.218302655,0.09677028,0.026401291,0.000593885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis & Elkins College,0.55558671,0.140618735,0.169772076,0.241139157,0.252539803,0.195930229,0.083821726,0.008596868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis Applied Technology College,0.603581576,0.145239187,0.199676993,0.211796028,0.241334712,0.20195308,0.065143772,0.00117566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawson Community College,0.454887935,0.137945022,0.196132519,0.242785991,0.206184153,0.216952314,0.116250489,0.018995109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daytona State College,0.465254389,0.172938386,0.236892506,0.24732253,0.219999171,0.122847408,0.044175702,0.001903235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DePauw University,0.754285738,0.083492537,0.095334828,0.117373619,0.226721802,0.477077214,0.292568539,0.059920241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeSales University,0.702512715,0.054154625,0.109977501,0.160640554,0.268256043,0.406971278,0.213302585,0.022079156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean College,0.648356772,0.128825076,0.192188475,0.257385105,0.232519185,0.189082159,0.0853603,0.007164421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defiance College,0.631722312,0.066275105,0.104084116,0.220072623,0.357504842,0.252063314,0.109698011,0.00142808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Mar College,0.459525586,0.151113068,0.188435692,0.230751777,0.227870021,0.201829442,0.086411125,0.004321363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County Community College,0.603262166,0.145966657,0.186652198,0.208026572,0.252618185,0.206736388,0.092321064,0.003476253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware Technical Community College - Owens Campus,0.517019459,0.117537765,0.182053993,0.282700182,0.264385873,0.153322187,0.043896526,0.001065582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delaware Technical Community College of Dover, DE",0.544728027,0.120118746,0.188186673,0.270780767,0.238818441,0.182095373,0.05793611,0.000992919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delaware Technical Community College of Wilmington, DE",0.610280988,0.127436358,0.177180289,0.22972814,0.255650633,0.21000458,0.072995307,0.001999673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware Valley College Of Science & Agriculture,0.6513936,0.075748195,0.116075154,0.164452176,0.301506133,0.342218342,0.174292348,0.005584377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delgado Community College,0.418509296,0.147896497,0.233956591,0.276551508,0.210031817,0.131563587,0.047536676,0.001591262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta College,0.57437882,0.134868439,0.207428602,0.24517441,0.24533333,0.167195218,0.059280541,0.001704904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta State University,0.536070465,0.087625337,0.13133164,0.234626583,0.313053148,0.233363292,0.09730118,0.006986621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denison University,0.792447112,0.073072468,0.093356776,0.125044266,0.244611253,0.463915238,0.289413409,0.04578363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depaul University,0.682105407,0.106533466,0.106226555,0.123172964,0.206869468,0.457197547,0.268678713,0.031709928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Des Moines Area Community College,0.567351243,0.115186005,0.186116254,0.239992093,0.29339324,0.165312408,0.05055428,0.002138305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Devry University, Devry Institute Of Technology And Denver Technical College",0.483857628,0.11631341,0.131264814,0.178683256,0.245724184,0.328014336,0.16180533,0.005415301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson College,0.79011465,0.082896691,0.084312849,0.111491989,0.232830694,0.488467777,0.279387815,0.039086866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson State University,0.482207663,0.084367221,0.130155249,0.174128187,0.30798086,0.303368483,0.164207822,0.007706635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digipen Institute Of Technology,0.675617663,0.031538763,0.113217055,0.099820974,0.129482992,0.625940216,0.560148367,0.058431457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillard University,0.416377155,0.079494489,0.155443628,0.230605279,0.306322066,0.228134539,0.102122089,0.002387126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dixie State University,0.586677069,0.203385297,0.193303837,0.187641162,0.205291735,0.210377968,0.103658175,0.00818322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doane College,0.602734635,0.062326502,0.106402059,0.164756163,0.311564938,0.354950338,0.163876573,0.016792438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodge City Community College,0.444053067,0.134238462,0.196067328,0.24696904,0.258613576,0.164111593,0.073237078,0.004317138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican College Of Blauvelt,0.643382136,0.085529999,0.081534711,0.171990666,0.235841687,0.425102938,0.258712194,0.005879453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican University,0.640001364,0.103636458,0.126104977,0.166952943,0.231798304,0.371507318,0.178626217,0.010343022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican University Of California,0.684231034,0.104217167,0.115656341,0.133402325,0.24900805,0.397716118,0.230855912,0.023839733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dordt College,0.633071362,0.166543056,0.149415809,0.183216219,0.221064779,0.279760137,0.144269989,0.010305626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorsey School Of Business,0.409705635,0.144717473,0.300300909,0.362532381,0.160583448,0.031865789,0.007861911,9.81E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas J Aveda Institute,0.681328429,0.158383055,0.305316956,0.325571838,0.113827086,0.096901066,0.008220591,0.003500849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dowling College,0.565657182,0.11921602,0.114038845,0.148542825,0.229919437,0.388282873,0.205440654,0.009851434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drake University,0.731984745,0.075368415,0.082268989,0.106317224,0.225060646,0.510984727,0.341558196,0.035149735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew University,0.767171586,0.080590123,0.098411075,0.12947228,0.191496042,0.50003048,0.288404091,0.046113765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drury University,0.584441931,0.130281822,0.154156096,0.238552096,0.227351498,0.249658488,0.127760904,0.021258562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke University,0.830458482,0.083236631,0.060089282,0.061073326,0.111304008,0.684296753,0.554372267,0.203835815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunwoody College Of Technology,0.646158391,0.060715077,0.071678198,0.144581655,0.28963383,0.43339124,0.155393955,0.0026052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duquesne University Of The Holy Spirit,0.711957892,0.073313155,0.0802122,0.104044074,0.234462594,0.507967976,0.299844026,0.024763835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham Technical Community College,0.505569045,0.160642018,0.233292472,0.294790378,0.222258262,0.08901687,0.03218566,0.002004487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutchess Community College,0.607108799,0.15808237,0.171667715,0.213024862,0.222796854,0.234428199,0.098287372,0.00385401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyersburg State Community College,0.470744536,0.147555246,0.194556681,0.309781682,0.24200669,0.106099702,0.034570191,0.001881494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETI School Of Skilled Trades,0.523758207,0.13645528,0.158953397,0.161419139,0.269157303,0.27401488,0.072468479,0.001038352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earlham College,0.696656273,0.1443132,0.176279971,0.225924549,0.262520698,0.190961582,0.064461304,0.005072118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Arkansas Community College,0.349774858,0.169297392,0.295015295,0.278573895,0.168061758,0.08905166,0.031157503,2.35E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Carolina University,0.668644038,0.092714286,0.110470595,0.18298873,0.319389856,0.294436533,0.142166045,0.010989664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Central College,0.53567392,0.114804791,0.186893007,0.292943348,0.26134677,0.144012084,0.051498616,0.001184004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Central Community College,0.384839568,0.118487807,0.242642528,0.275945429,0.208418372,0.154505864,0.069442733,0.006544043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Georgia State College,0.458629898,0.12943363,0.212159335,0.28704535,0.240841439,0.130520246,0.040946113,0.002032853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Mississippi Community College,0.423497486,0.14464358,0.250972813,0.263492892,0.216561718,0.124328997,0.044618697,0.002020433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Stroudsburg University Of Pennsylvania,0.633879015,0.091723656,0.116727486,0.180793355,0.302519037,0.308236466,0.113556516,0.006178253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Tennessee State University,0.583928187,0.12654044,0.163255818,0.240804984,0.264323916,0.205074841,0.102121706,0.009438846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Texas Baptist University,0.569181538,0.135793414,0.142882773,0.196324533,0.294723887,0.230275393,0.114152445,0.013686264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Arizona College,0.489823284,0.224381477,0.197920258,0.209682662,0.186678931,0.181336672,0.068790495,0.000890613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern College Of Health Vocations,0.303223801,0.176507491,0.367249547,0.356595498,0.078384992,0.021262472,0.004044691,0.000282891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Connecticut State University,0.66792227,0.069567948,0.108323846,0.18697282,0.304501321,0.330634064,0.124084192,0.010075916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Florida State College,0.519124059,0.170202759,0.213989063,0.263783282,0.215362139,0.136662757,0.051929731,0.002741741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Gateway Community College,0.476064549,0.149143988,0.251537508,0.23375104,0.225414653,0.140152811,0.046876481,0.000757075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Idaho Technical College,0.497194903,0.14427579,0.223469618,0.233370271,0.225625809,0.173258512,0.092310006,0.007413324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Illinois University,0.693926933,0.085461835,0.094875603,0.167590735,0.310073591,0.341998236,0.157616594,0.009698357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Iowa Community College District,0.574128788,0.109782217,0.196008806,0.254551376,0.272684821,0.16697278,0.057409546,0.002628889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Kentucky University,0.54090643,0.121833905,0.159693824,0.244600301,0.292345228,0.181526742,0.067987682,0.004014382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Mennonite University,0.661467,0.076840228,0.152342366,0.200986681,0.281100659,0.288730066,0.079551654,0.013289572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Michigan University,0.674306469,0.111010023,0.129584929,0.205587079,0.304909807,0.248908161,0.102314584,0.007417036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Nazarene College,0.618000513,0.121372007,0.192018137,0.184755138,0.274198972,0.227655746,0.114412857,0.01221815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern New Mexico University,0.431199757,0.177641396,0.19201637,0.240320047,0.230303104,0.159719083,0.071211671,0.004659429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Oklahoma State College,0.412922965,0.143952779,0.191675386,0.250032354,0.229832424,0.184507057,0.078607448,0.007991335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Oregon University,0.578908588,0.126987861,0.132345384,0.212876165,0.29110745,0.236683139,0.100687273,0.004408679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Shore Community College,0.338495412,0.143283559,0.250246819,0.321557342,0.203418686,0.081493594,0.027353843,0.003013671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern University,0.670930393,0.154994893,0.187508973,0.180856208,0.254327842,0.222312084,0.098254302,0.010179953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Washington University,0.632479609,0.112241256,0.123124535,0.175376015,0.28501215,0.304246043,0.137981364,0.006378036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Wyoming College,0.451161394,0.148789951,0.22635413,0.212007792,0.215563793,0.197284334,0.108125194,0.004981454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eckerd College,0.715935457,0.114209291,0.147697619,0.184417586,0.251321065,0.302354438,0.135399182,0.016474922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecpi University And Skyline Colleges,0.463024671,0.127068572,0.196908465,0.260949696,0.243008551,0.172064716,0.070341487,0.001489075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edgecombe Community College,0.353853046,0.149010222,0.296034134,0.308431761,0.182056258,0.064467626,0.008372249,1.76E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edgewood College,0.667647929,0.097119547,0.140668289,0.176980098,0.311555063,0.273677003,0.129440639,0.011131575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edinboro University Of Pennsylvania,0.584359222,0.107041776,0.154828809,0.256533419,0.313326334,0.168269662,0.060419888,0.002847212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edison State College,0.50946065,0.146571856,0.191687989,0.252515339,0.254093556,0.15513126,0.0547167,0.002465374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edmonds Community College,0.617077969,0.177528484,0.157984102,0.174873146,0.230633616,0.258980652,0.116074599,0.005504684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Camino College,0.466883441,0.186238348,0.195073209,0.209340682,0.220153227,0.189194534,0.081802207,0.003388201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Paso Community College,0.313252189,0.148938555,0.227368708,0.266417582,0.226172274,0.131102881,0.053535628,0.001289761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elaine P. Nunez Community College,0.414730631,0.16639747,0.247031159,0.220225348,0.209028402,0.15731762,0.065441915,0.001753803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elgin Community College,0.654613002,0.130956884,0.160090019,0.216164494,0.273115811,0.219672793,0.084851727,0.003602596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth City State University,0.372998416,0.120758457,0.159368244,0.332374335,0.273495368,0.114003596,0.043348111,0.000313249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabethtown College,0.697525247,0.084413717,0.086713937,0.11754477,0.289884345,0.42144323,0.194195124,0.019195549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmhurst College,0.69230652,0.068437014,0.087039221,0.164812713,0.300826905,0.378884147,0.18993338,0.005049418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
